word_number,session_date,session_shift,word
904,2024-08-29,Afternoon,that
905,2024-08-29,Afternoon,bridge
906,2024-08-29,Afternoon,the
907,2024-08-29,Afternoon,ai
908,2024-08-29,Afternoon,specific
909,2024-08-29,Afternoon,issues
910,2024-08-29,Afternoon,that
911,2024-08-29,Afternoon,are
912,2024-08-29,Afternoon,well
913,2024-08-29,Afternoon,known
914,2024-08-29,Afternoon,with
915,2024-08-29,Afternoon,the
916,2024-08-29,Afternoon,ihl
917,2024-08-29,Afternoon,so
918,2024-08-29,Afternoon,we
919,2024-08-29,Afternoon,completely
920,2024-08-29,Afternoon,understand
921,2024-08-29,Afternoon,why
922,2024-08-29,Afternoon,you
923,2024-08-29,Afternoon,have
924,2024-08-29,Afternoon,put
925,2024-08-29,Afternoon,it
926,2024-08-29,Afternoon,under
927,2024-08-29,Afternoon,this
928,2024-08-29,Afternoon,section
929,2024-08-29,Afternoon,and
930,2024-08-29,Afternoon,closer
931,2024-08-29,Afternoon,to
932,2024-08-29,Afternoon,the
933,2024-08-29,Afternoon,prohibitions
934,2024-08-29,Afternoon,and
935,2024-08-29,Afternoon,the
936,2024-08-29,Afternoon,ihl
937,2024-08-29,Afternoon,part
938,2024-08-29,Afternoon,than
939,2024-08-29,Afternoon,anywhere
940,2024-08-29,Afternoon,else
941,2024-08-29,Afternoon,because
942,2024-08-29,Afternoon,it
943,2024-08-29,Afternoon,is
944,2024-08-29,Afternoon,the
945,2024-08-29,Afternoon,bridge
946,2024-08-29,Afternoon,that
947,2024-08-29,Afternoon,takes
948,2024-08-29,Afternoon,the
949,2024-08-29,Afternoon,very
950,2024-08-29,Afternoon,technical
951,2024-08-29,Afternoon,issues
952,2024-08-29,Afternoon,and
953,2024-08-29,Afternoon,relates
954,2024-08-29,Afternoon,them
955,2024-08-29,Afternoon,to
956,2024-08-29,Afternoon,elements
957,2024-08-29,Afternoon,of
958,2024-08-29,Afternoon,ihl
959,2024-08-29,Afternoon,about
960,2024-08-29,Afternoon,foreseeing
961,2024-08-29,Afternoon,the
962,2024-08-29,Afternoon,effects
963,2024-08-29,Afternoon,of
964,2024-08-29,Afternoon,your
965,2024-08-29,Afternoon,attack
966,2024-08-29,Afternoon,also
967,2024-08-29,Afternoon,accountability
968,2024-08-29,Afternoon,and
969,2024-08-29,Afternoon,responsibility
970,2024-08-29,Afternoon,when
971,2024-08-29,Afternoon,we
972,2024-08-29,Afternoon,talk
973,2024-08-29,Afternoon,about
974,2024-08-29,Afternoon,traceable
975,2024-08-29,Afternoon,and
976,2024-08-29,Afternoon,explainable
977,2024-08-29,Afternoon,and
978,2024-08-29,Afternoon,we
979,2024-08-29,Afternoon,have
980,2024-08-29,Afternoon,to
981,2024-08-29,Afternoon,have
982,2024-08-29,Afternoon,them
983,2024-08-29,Afternoon,there
984,2024-08-29,Afternoon,as
985,2024-08-29,Afternoon,kind
986,2024-08-29,Afternoon,of
987,2024-08-29,Afternoon,a
988,2024-08-29,Afternoon,linkage
989,2024-08-29,Afternoon,this
990,2024-08-29,Afternoon,is
991,2024-08-29,Afternoon,very
992,2024-08-29,Afternoon,much
993,2024-08-29,Afternoon,logical
994,2024-08-29,Afternoon,because
995,2024-08-29,Afternoon,these
996,2024-08-29,Afternoon,principles
997,2024-08-29,Afternoon,are
998,2024-08-29,Afternoon,not
999,2024-08-29,Afternoon,only
1000,2024-08-29,Afternoon,in
1001,2024-08-29,Afternoon,civilian
1002,2024-08-29,Afternoon,ai
1003,2024-08-29,Afternoon,documents
1004,2024-08-29,Afternoon,such
1005,2024-08-29,Afternoon,as
1006,2024-08-29,Afternoon,the
1007,2024-08-29,Afternoon,unesco
1008,2024-08-29,Afternoon,principles
1009,2024-08-29,Afternoon,but
1010,2024-08-29,Afternoon,they
1011,2024-08-29,Afternoon,can
1012,2024-08-29,Afternoon,also
1013,2024-08-29,Afternoon,be
1014,2024-08-29,Afternoon,found
1015,2024-08-29,Afternoon,in
1016,2024-08-29,Afternoon,the
1017,2024-08-29,Afternoon,nato
1018,2024-08-29,Afternoon,guiding
1019,2024-08-29,Afternoon,principles
1020,2024-08-29,Afternoon,when
1021,2024-08-29,Afternoon,it
1022,2024-08-29,Afternoon,comes
1023,2024-08-29,Afternoon,to
1024,2024-08-29,Afternoon,artificial
1025,2024-08-29,Afternoon,intelligence
1026,2024-08-29,Afternoon,so
1027,2024-08-29,Afternoon,there
1028,2024-08-29,Afternoon,is
1029,2024-08-29,Afternoon,a
1030,2024-08-29,Afternoon,strong
1031,2024-08-29,Afternoon,reason
1032,2024-08-29,Afternoon,why
1033,2024-08-29,Afternoon,this
1034,2024-08-29,Afternoon,should
1035,2024-08-29,Afternoon,be
1036,2024-08-29,Afternoon,included
1037,2024-08-29,Afternoon,i
1038,2024-08-29,Afternoon,think
1039,2024-08-29,Afternoon,we
1040,2024-08-29,Afternoon,are
1041,2024-08-29,Afternoon,flexible
1042,2024-08-29,Afternoon,in
1043,2024-08-29,Afternoon,what
1044,2024-08-29,Afternoon,form
1045,2024-08-29,Afternoon,if
1046,2024-08-29,Afternoon,it
1047,2024-08-29,Afternoon,is
1048,2024-08-29,Afternoon,as
1049,2024-08-29,Afternoon,a
1050,2024-08-29,Afternoon,positive
1051,2024-08-29,Afternoon,obligation
1052,2024-08-29,Afternoon,or
1053,2024-08-29,Afternoon,something
1054,2024-08-29,Afternoon,else
1055,2024-08-29,Afternoon,but
1056,2024-08-29,Afternoon,we
1057,2024-08-29,Afternoon,think
1058,2024-08-29,Afternoon,it
1059,2024-08-29,Afternoon,has
1060,2024-08-29,Afternoon,some
1061,2024-08-29,Afternoon,value
1062,2024-08-29,Afternoon,in
1063,2024-08-29,Afternoon,making
1064,2024-08-29,Afternoon,this
1065,2024-08-29,Afternoon,link
1066,2024-08-29,Afternoon,between
1067,2024-08-29,Afternoon,ihl
1068,2024-08-29,Afternoon,and
1069,2024-08-29,Afternoon,artificial
1070,2024-08-29,Afternoon,intelligence
1071,2024-08-29,Afternoon,debates
1072,2024-08-29,Afternoon,in
1073,2024-08-29,Afternoon,the
1074,2024-08-29,Afternoon,civilian
1075,2024-08-29,Afternoon,sphere
1076,2024-08-29,Afternoon,which
1077,2024-08-29,Afternoon,we
1078,2024-08-29,Afternoon,take
1079,2024-08-29,Afternoon,into
1080,2024-08-29,Afternoon,account
1081,2024-08-29,Afternoon,much
1082,2024-08-29,Afternoon,too
1083,2024-08-29,Afternoon,less
1084,2024-08-29,Afternoon,in
1085,2024-08-29,Afternoon,our
1086,2024-08-29,Afternoon,debate
1087,2024-08-29,Afternoon,here
1088,2024-08-29,Afternoon,i
1089,2024-08-29,Afternoon,think
1090,2024-08-29,Afternoon,i
1091,2024-08-29,Afternoon,will
1092,2024-08-29,Afternoon,leave
1093,2024-08-29,Afternoon,it
1094,2024-08-29,Afternoon,here
1095,2024-08-29,Afternoon,just
1096,2024-08-29,Afternoon,maybe
1097,2024-08-29,Afternoon,one
1098,2024-08-29,Afternoon,thing
1099,2024-08-29,Afternoon,that
1100,2024-08-29,Afternoon,we
1101,2024-08-29,Afternoon,could
1102,2024-08-29,Afternoon,also
1103,2024-08-29,Afternoon,consider
1104,2024-08-29,Afternoon,there
1105,2024-08-29,Afternoon,is
1106,2024-08-29,Afternoon,in
1107,2024-08-29,Afternoon,your
1108,2024-08-29,Afternoon,excellent
1109,2024-08-29,Afternoon,document
1110,2024-08-29,Afternoon,that
1111,2024-08-29,Afternoon,you
1112,2024-08-29,Afternoon,have
1113,2024-08-29,Afternoon,provided
1114,2024-08-29,Afternoon,which
1115,2024-08-29,Afternoon,is
1116,2024-08-29,Afternoon,conference
1117,2024-08-29,Afternoon,room
1118,2024-08-29,Afternoon,paper
1119,2024-08-29,Afternoon,4
1120,2024-08-29,Afternoon,there
1121,2024-08-29,Afternoon,are
1122,2024-08-29,Afternoon,some
1123,2024-08-29,Afternoon,interesting
1124,2024-08-29,Afternoon,things
1125,2024-08-29,Afternoon,about
1126,2024-08-29,Afternoon,prohibitions
1127,2024-08-29,Afternoon,and
1128,2024-08-29,Afternoon,restrictions
1129,2024-08-29,Afternoon,that
1130,2024-08-29,Afternoon,could
1131,2024-08-29,Afternoon,be
1132,2024-08-29,Afternoon,useful
1133,2024-08-29,Afternoon,for
1134,2024-08-29,Afternoon,our
1135,2024-08-29,Afternoon,work
1136,2024-08-29,Afternoon,here
1137,2024-08-29,Afternoon,and
1138,2024-08-29,Afternoon,maybe
1139,2024-08-29,Afternoon,one
1140,2024-08-29,Afternoon,prohibition
1141,2024-08-29,Afternoon,and
1142,2024-08-29,Afternoon,this
1143,2024-08-29,Afternoon,is
1144,2024-08-29,Afternoon,just
1145,2024-08-29,Afternoon,a
1146,2024-08-29,Afternoon,testing
1147,2024-08-29,Afternoon,balloon
1148,2024-08-29,Afternoon,maybe
1149,2024-08-29,Afternoon,could
1150,2024-08-29,Afternoon,be
1151,2024-08-29,Afternoon,a
1152,2024-08-29,Afternoon,protection
1153,2024-08-29,Afternoon,of
1154,2024-08-29,Afternoon,the
1155,2024-08-29,Afternoon,natural
1156,2024-08-29,Afternoon,environment
1157,2024-08-29,Afternoon,as
1158,2024-08-29,Afternoon,we
1159,2024-08-29,Afternoon,know
1160,2024-08-29,Afternoon,it
1161,2024-08-29,Afternoon,from
1162,2024-08-29,Afternoon,additional
1163,2024-08-29,Afternoon,protocol
1164,2024-08-29,Afternoon,1
1165,2024-08-29,Afternoon,article
1166,2024-08-29,Afternoon,55
1167,2024-08-29,Afternoon,to
1168,2024-08-29,Afternoon,cause
1169,2024-08-29,Afternoon,widespread
1170,2024-08-29,Afternoon,long
1171,2024-08-29,Afternoon,term
1172,2024-08-29,Afternoon,and
1173,2024-08-29,Afternoon,severe
1174,2024-08-29,Afternoon,damage
1175,2024-08-29,Afternoon,to
1176,2024-08-29,Afternoon,the
1177,2024-08-29,Afternoon,natural
1178,2024-08-29,Afternoon,environment
1179,2024-08-29,Afternoon,is
1180,2024-08-29,Afternoon,prohibited
1181,2024-08-29,Afternoon,as
1182,2024-08-29,Afternoon,well
1183,2024-08-29,Afternoon,and
1184,2024-08-29,Afternoon,we
1185,2024-08-29,Afternoon,can
1186,2024-08-29,Afternoon,discuss
1187,2024-08-29,Afternoon,if
1188,2024-08-29,Afternoon,this
1189,2024-08-29,Afternoon,is
1190,2024-08-29,Afternoon,something
1191,2024-08-29,Afternoon,that
1192,2024-08-29,Afternoon,we
1193,2024-08-29,Afternoon,should
1194,2024-08-29,Afternoon,be
1195,2024-08-29,Afternoon,concerned
1196,2024-08-29,Afternoon,of
1197,2024-08-29,Afternoon,when
1198,2024-08-29,Afternoon,we
1199,2024-08-29,Afternoon,talk
1200,2024-08-29,Afternoon,about
1201,2024-08-29,Afternoon,autonomous
1202,2024-08-29,Afternoon,weapons
1203,2024-08-29,Afternoon,systems
1204,2024-08-29,Afternoon,but
1205,2024-08-29,Afternoon,it
1206,2024-08-29,Afternoon,is
1207,2024-08-29,Afternoon,not
1208,2024-08-29,Afternoon,a
1209,2024-08-29,Afternoon,big
1210,2024-08-29,Afternoon,suggestion
1211,2024-08-29,Afternoon,from
1212,2024-08-29,Afternoon,our
1213,2024-08-29,Afternoon,side
1214,2024-08-29,Afternoon,i
1215,2024-08-29,Afternoon,thank
1216,2024-08-29,Afternoon,you
1217,2024-08-29,Afternoon,thank
1218,2024-08-29,Afternoon,you
1219,2024-08-29,Afternoon,chair
1220,2024-08-29,Afternoon,for
1221,2024-08-29,Afternoon,giving
1222,2024-08-29,Afternoon,me
1223,2024-08-29,Afternoon,the
1224,2024-08-29,Afternoon,floor
1225,2024-08-29,Afternoon,we
1226,2024-08-29,Afternoon,will
1227,2024-08-29,Afternoon,begin
1228,2024-08-29,Afternoon,by
1229,2024-08-29,Afternoon,giving
1230,2024-08-29,Afternoon,a
1231,2024-08-29,Afternoon,few
1232,2024-08-29,Afternoon,initial
1233,2024-08-29,Afternoon,remarks
1234,2024-08-29,Afternoon,on
1235,2024-08-29,Afternoon,the
1236,2024-08-29,Afternoon,section
1237,2024-08-29,Afternoon,prohibitions
1238,2024-08-29,Afternoon,and
1239,2024-08-29,Afternoon,restrictions
1240,2024-08-29,Afternoon,in
1241,2024-08-29,Afternoon,the
1242,2024-08-29,Afternoon,rolling
1243,2024-08-29,Afternoon,text
1244,2024-08-29,Afternoon,and
1245,2024-08-29,Afternoon,reserve
1246,2024-08-29,Afternoon,our
1247,2024-08-29,Afternoon,right
1248,2024-08-29,Afternoon,to
1249,2024-08-29,Afternoon,further
1250,2024-08-29,Afternoon,comment
1251,2024-08-29,Afternoon,later
1252,2024-08-29,Afternoon,in
1253,2024-08-29,Afternoon,the
1254,2024-08-29,Afternoon,discussion
1255,2024-08-29,Afternoon,we
1256,2024-08-29,Afternoon,would
1257,2024-08-29,Afternoon,like
1258,2024-08-29,Afternoon,to
1259,2024-08-29,Afternoon,make
1260,2024-08-29,Afternoon,a
1261,2024-08-29,Afternoon,general
1262,2024-08-29,Afternoon,remark
1263,2024-08-29,Afternoon,regarding
1264,2024-08-29,Afternoon,two
1265,2024-08-29,Afternoon,distinctions
1266,2024-08-29,Afternoon,that
1267,2024-08-29,Afternoon,should
1268,2024-08-29,Afternoon,be
1269,2024-08-29,Afternoon,kept
1270,2024-08-29,Afternoon,in
1271,2024-08-29,Afternoon,mind
1272,2024-08-29,Afternoon,as
1273,2024-08-29,Afternoon,we
1274,2024-08-29,Afternoon,discuss
1275,2024-08-29,Afternoon,this
1276,2024-08-29,Afternoon,question
1277,2024-08-29,Afternoon,going
1278,2024-08-29,Afternoon,forward
1279,2024-08-29,Afternoon,and
1280,2024-08-29,Afternoon,then
1281,2024-08-29,Afternoon,at
1282,2024-08-29,Afternoon,this
1283,2024-08-29,Afternoon,time
1284,2024-08-29,Afternoon,have
1285,2024-08-29,Afternoon,specific
1286,2024-08-29,Afternoon,comments
1287,2024-08-29,Afternoon,on
1288,2024-08-29,Afternoon,paragraphs
1289,2024-08-29,Afternoon,1
1290,2024-08-29,Afternoon,through
1291,2024-08-29,Afternoon,6
1292,2024-08-29,Afternoon,first
1293,2024-08-29,Afternoon,we
1294,2024-08-29,Afternoon,should
1295,2024-08-29,Afternoon,be
1296,2024-08-29,Afternoon,careful
1297,2024-08-29,Afternoon,not
1298,2024-08-29,Afternoon,to
1299,2024-08-29,Afternoon,conflate
1300,2024-08-29,Afternoon,categorical
1301,2024-08-29,Afternoon,prohibitions
1302,2024-08-29,Afternoon,of
1303,2024-08-29,Afternoon,types
1304,2024-08-29,Afternoon,of
1305,2024-08-29,Afternoon,prohibited
1306,2024-08-29,Afternoon,weapons
1307,2024-08-29,Afternoon,with
1308,2024-08-29,Afternoon,targeting
1309,2024-08-29,Afternoon,law
1310,2024-08-29,Afternoon,or
1311,2024-08-29,Afternoon,other
1312,2024-08-29,Afternoon,ihl
1313,2024-08-29,Afternoon,rules
1314,2024-08-29,Afternoon,pertaining
1315,2024-08-29,Afternoon,to
1316,2024-08-29,Afternoon,the
1317,2024-08-29,Afternoon,ways
1318,2024-08-29,Afternoon,weapons
1319,2024-08-29,Afternoon,are
1320,2024-08-29,Afternoon,used
1321,2024-08-29,Afternoon,in
1322,2024-08-29,Afternoon,specific
1323,2024-08-29,Afternoon,contexts
1324,2024-08-29,Afternoon,this
1325,2024-08-29,Afternoon,would
1326,2024-08-29,Afternoon,be
1327,2024-08-29,Afternoon,a
1328,2024-08-29,Afternoon,mistake
1329,2024-08-29,Afternoon,both
1330,2024-08-29,Afternoon,legally
1331,2024-08-29,Afternoon,and
1332,2024-08-29,Afternoon,practically
1333,2024-08-29,Afternoon,for
1334,2024-08-29,Afternoon,example
1335,2024-08-29,Afternoon,proportionality
1336,2024-08-29,Afternoon,in
1337,2024-08-29,Afternoon,attack
1338,2024-08-29,Afternoon,is
1339,2024-08-29,Afternoon,by
1340,2024-08-29,Afternoon,definition
1341,2024-08-29,Afternoon,context
1342,2024-08-29,Afternoon,dependent
1343,2024-08-29,Afternoon,as
1344,2024-08-29,Afternoon,it
1345,2024-08-29,Afternoon,requires
1346,2024-08-29,Afternoon,considering
1347,2024-08-29,Afternoon,the
1348,2024-08-29,Afternoon,military
1349,2024-08-29,Afternoon,advantage
1350,2024-08-29,Afternoon,and
1351,2024-08-29,Afternoon,incidental
1352,2024-08-29,Afternoon,damage
1353,2024-08-29,Afternoon,to
1354,2024-08-29,Afternoon,civilians
1355,2024-08-29,Afternoon,in
1356,2024-08-29,Afternoon,each
1357,2024-08-29,Afternoon,and
1358,2024-08-29,Afternoon,every
1359,2024-08-29,Afternoon,case
1360,2024-08-29,Afternoon,as
1361,2024-08-29,Afternoon,a
1362,2024-08-29,Afternoon,context
1363,2024-08-29,Afternoon,dependent
1364,2024-08-29,Afternoon,rule
1365,2024-08-29,Afternoon,it
1366,2024-08-29,Afternoon,would
1367,2024-08-29,Afternoon,be
1368,2024-08-29,Afternoon,wrong
1369,2024-08-29,Afternoon,to
1370,2024-08-29,Afternoon,frame
1371,2024-08-29,Afternoon,proportionality
1372,2024-08-29,Afternoon,as
1373,2024-08-29,Afternoon,a
1374,2024-08-29,Afternoon,categorical
1375,2024-08-29,Afternoon,prohibition
1376,2024-08-29,Afternoon,second
1377,2024-08-29,Afternoon,it
1378,2024-08-29,Afternoon,is
1379,2024-08-29,Afternoon,critical
1380,2024-08-29,Afternoon,to
1381,2024-08-29,Afternoon,distinguish
1382,2024-08-29,Afternoon,between
1383,2024-08-29,Afternoon,primary
1384,2024-08-29,Afternoon,rules
1385,2024-08-29,Afternoon,of
1386,2024-08-29,Afternoon,ihl
1387,2024-08-29,Afternoon,on
1388,2024-08-29,Afternoon,the
1389,2024-08-29,Afternoon,one
1390,2024-08-29,Afternoon,hand
1391,2024-08-29,Afternoon,including
1392,2024-08-29,Afternoon,categorical
1393,2024-08-29,Afternoon,prohibitions
1394,2024-08-29,Afternoon,on
1395,2024-08-29,Afternoon,weapons
1396,2024-08-29,Afternoon,targeting
1397,2024-08-29,Afternoon,rules
1398,2024-08-29,Afternoon,and
1399,2024-08-29,Afternoon,other
1400,2024-08-29,Afternoon,legal
1401,2024-08-29,Afternoon,rules
1402,2024-08-29,Afternoon,and
1403,2024-08-29,Afternoon,on
1404,2024-08-29,Afternoon,the
1405,2024-08-29,Afternoon,other
1406,2024-08-29,Afternoon,hand
1407,2024-08-29,Afternoon,legal
1408,2024-08-29,Afternoon,or
1409,2024-08-29,Afternoon,practical
1410,2024-08-29,Afternoon,aspects
1411,2024-08-29,Afternoon,which
1412,2024-08-29,Afternoon,are
1413,2024-08-29,Afternoon,not
1414,2024-08-29,Afternoon,themselves
1415,2024-08-29,Afternoon,primary
1416,2024-08-29,Afternoon,ihl
1417,2024-08-29,Afternoon,rules
1418,2024-08-29,Afternoon,this
1419,2024-08-29,Afternoon,includes
1420,2024-08-29,Afternoon,issues
1421,2024-08-29,Afternoon,such
1422,2024-08-29,Afternoon,as
1423,2024-08-29,Afternoon,control
1424,2024-08-29,Afternoon,responsibility
1425,2024-08-29,Afternoon,predictability
1426,2024-08-29,Afternoon,traceability
1427,2024-08-29,Afternoon,or
1428,2024-08-29,Afternoon,explainability
1429,2024-08-29,Afternoon,while
1430,2024-08-29,Afternoon,some
1431,2024-08-29,Afternoon,of
1432,2024-08-29,Afternoon,these
1433,2024-08-29,Afternoon,concepts
1434,2024-08-29,Afternoon,have
1435,2024-08-29,Afternoon,significance
1436,2024-08-29,Afternoon,in
1437,2024-08-29,Afternoon,other
1438,2024-08-29,Afternoon,fields
1439,2024-08-29,Afternoon,of
1440,2024-08-29,Afternoon,law
1441,2024-08-29,Afternoon,such
1442,2024-08-29,Afternoon,as
1443,2024-08-29,Afternoon,the
1444,2024-08-29,Afternoon,law
1445,2024-08-29,Afternoon,of
1446,2024-08-29,Afternoon,state
1447,2024-08-29,Afternoon,responsibility
1448,2024-08-29,Afternoon,or
1449,2024-08-29,Afternoon,international
1450,2024-08-29,Afternoon,criminal
1451,2024-08-29,Afternoon,law
1452,2024-08-29,Afternoon,or
1453,2024-08-29,Afternoon,have
1454,2024-08-29,Afternoon,a
1455,2024-08-29,Afternoon,practical
1456,2024-08-29,Afternoon,meaning
1457,2024-08-29,Afternoon,in
1458,2024-08-29,Afternoon,the
1459,2024-08-29,Afternoon,implementation
1460,2024-08-29,Afternoon,of
1461,2024-08-29,Afternoon,ihl
1462,2024-08-29,Afternoon,treating
1463,2024-08-29,Afternoon,them
1464,2024-08-29,Afternoon,as
1465,2024-08-29,Afternoon,ihl
1466,2024-08-29,Afternoon,rules
1467,2024-08-29,Afternoon,or
1468,2024-08-29,Afternoon,using
1469,2024-08-29,Afternoon,them
1470,2024-08-29,Afternoon,to
1471,2024-08-29,Afternoon,formulate
1472,2024-08-29,Afternoon,new
1473,2024-08-29,Afternoon,prohibitions
1474,2024-08-29,Afternoon,would
1475,2024-08-29,Afternoon,be
1476,2024-08-29,Afternoon,a
1477,2024-08-29,Afternoon,mistake
1478,2024-08-29,Afternoon,on
1479,2024-08-29,Afternoon,a
1480,2024-08-29,Afternoon,number
1481,2024-08-29,Afternoon,of
1482,2024-08-29,Afternoon,legal
1483,2024-08-29,Afternoon,and
1484,2024-08-29,Afternoon,practical
1485,2024-08-29,Afternoon,levels
1486,2024-08-29,Afternoon,with
1487,2024-08-29,Afternoon,these
1488,2024-08-29,Afternoon,general
1489,2024-08-29,Afternoon,remarks
1490,2024-08-29,Afternoon,in
1491,2024-08-29,Afternoon,mind
1492,2024-08-29,Afternoon,we
1493,2024-08-29,Afternoon,would
1494,2024-08-29,Afternoon,like
1495,2024-08-29,Afternoon,to
1496,2024-08-29,Afternoon,make
1497,2024-08-29,Afternoon,specific
1498,2024-08-29,Afternoon,textual
1499,2024-08-29,Afternoon,suggestions
1500,2024-08-29,Afternoon,regarding
1501,2024-08-29,Afternoon,paragraph
1502,2024-08-29,Afternoon,1
1503,2024-08-29,Afternoon,the
1504,2024-08-29,Afternoon,beginning
1505,2024-08-29,Afternoon,of
1506,2024-08-29,Afternoon,this
1507,2024-08-29,Afternoon,paragraph
1508,2024-08-29,Afternoon,seems
1509,2024-08-29,Afternoon,to
1510,2024-08-29,Afternoon,be
1511,2024-08-29,Afternoon,based
1512,2024-08-29,Afternoon,on
1513,2024-08-29,Afternoon,the
1514,2024-08-29,Afternoon,agreed
1515,2024-08-29,Afternoon,language
1516,2024-08-29,Afternoon,in
1517,2024-08-29,Afternoon,paragraph
1518,2024-08-29,Afternoon,21b
1519,2024-08-29,Afternoon,of
1520,2024-08-29,Afternoon,the
1521,2024-08-29,Afternoon,2023
1522,2024-08-29,Afternoon,gge
1523,2024-08-29,Afternoon,report
1524,2024-08-29,Afternoon,which
1525,2024-08-29,Afternoon,read
1526,2024-08-29,Afternoon,weapon
1527,2024-08-29,Afternoon,systems
1528,2024-08-29,Afternoon,based
1529,2024-08-29,Afternoon,on
1530,2024-08-29,Afternoon,emerging
1531,2024-08-29,Afternoon,technologies
1532,2024-08-29,Afternoon,in
1533,2024-08-29,Afternoon,the
1534,2024-08-29,Afternoon,area
1535,2024-08-29,Afternoon,of
1536,2024-08-29,Afternoon,laws
1537,2024-08-29,Afternoon,must
1538,2024-08-29,Afternoon,not
1539,2024-08-29,Afternoon,be
1540,2024-08-29,Afternoon,used
1541,2024-08-29,Afternoon,if
1542,2024-08-29,Afternoon,they
1543,2024-08-29,Afternoon,are
1544,2024-08-29,Afternoon,incapable
1545,2024-08-29,Afternoon,of
1546,2024-08-29,Afternoon,being
1547,2024-08-29,Afternoon,used
1548,2024-08-29,Afternoon,in
1549,2024-08-29,Afternoon,compliance
1550,2024-08-29,Afternoon,with
1551,2024-08-29,Afternoon,ihl
1552,2024-08-29,Afternoon,we
1553,2024-08-29,Afternoon,would
1554,2024-08-29,Afternoon,suggest
1555,2024-08-29,Afternoon,adjusting
1556,2024-08-29,Afternoon,the
1557,2024-08-29,Afternoon,wording
1558,2024-08-29,Afternoon,to
1559,2024-08-29,Afternoon,align
1560,2024-08-29,Afternoon,with
1561,2024-08-29,Afternoon,the
1562,2024-08-29,Afternoon,agreed
1563,2024-08-29,Afternoon,text
1564,2024-08-29,Afternoon,this
1565,2024-08-29,Afternoon,wording
1566,2024-08-29,Afternoon,also
1567,2024-08-29,Afternoon,better
1568,2024-08-29,Afternoon,separates
1569,2024-08-29,Afternoon,between
1570,2024-08-29,Afternoon,categorical
1571,2024-08-29,Afternoon,prohibitions
1572,2024-08-29,Afternoon,and
1573,2024-08-29,Afternoon,targeting
1574,2024-08-29,Afternoon,law
1575,2024-08-29,Afternoon,or
1576,2024-08-29,Afternoon,other
1577,2024-08-29,Afternoon,ihl
1578,2024-08-29,Afternoon,rules
1579,2024-08-29,Afternoon,pertaining
1580,2024-08-29,Afternoon,to
1581,2024-08-29,Afternoon,the
1582,2024-08-29,Afternoon,ways
1583,2024-08-29,Afternoon,that
1584,2024-08-29,Afternoon,weapons
1585,2024-08-29,Afternoon,are
1586,2024-08-29,Afternoon,used
1587,2024-08-29,Afternoon,in
1588,2024-08-29,Afternoon,specific
1589,2024-08-29,Afternoon,contexts
1590,2024-08-29,Afternoon,and
1591,2024-08-29,Afternoon,is
1592,2024-08-29,Afternoon,significantly
1593,2024-08-29,Afternoon,more
1594,2024-08-29,Afternoon,clear
1595,2024-08-29,Afternoon,than
1596,2024-08-29,Afternoon,the
1597,2024-08-29,Afternoon,wording
1598,2024-08-29,Afternoon,currently
1599,2024-08-29,Afternoon,proposed
1600,2024-08-29,Afternoon,additionally
1601,2024-08-29,Afternoon,we
1602,2024-08-29,Afternoon,are
1603,2024-08-29,Afternoon,open
1604,2024-08-29,Afternoon,to
1605,2024-08-29,Afternoon,integrating
1606,2024-08-29,Afternoon,in
1607,2024-08-29,Afternoon,the
1608,2024-08-29,Afternoon,text
1609,2024-08-29,Afternoon,a
1610,2024-08-29,Afternoon,reference
1611,2024-08-29,Afternoon,to
1612,2024-08-29,Afternoon,specific
1613,2024-08-29,Afternoon,ihl
1614,2024-08-29,Afternoon,rules
1615,2024-08-29,Afternoon,that
1616,2024-08-29,Afternoon,would
1617,2024-08-29,Afternoon,read
1618,2024-08-29,Afternoon,including
1619,2024-08-29,Afternoon,the
1620,2024-08-29,Afternoon,principles
1621,2024-08-29,Afternoon,and
1622,2024-08-29,Afternoon,rules
1623,2024-08-29,Afternoon,of
1624,2024-08-29,Afternoon,distinction
1625,2024-08-29,Afternoon,proportionality
1626,2024-08-29,Afternoon,and
1627,2024-08-29,Afternoon,precautions
1628,2024-08-29,Afternoon,in
1629,2024-08-29,Afternoon,attack
1630,2024-08-29,Afternoon,at
1631,2024-08-29,Afternoon,the
1632,2024-08-29,Afternoon,end
1633,2024-08-29,Afternoon,of
1634,2024-08-29,Afternoon,the
1635,2024-08-29,Afternoon,sentence
1636,2024-08-29,Afternoon,therefore
1637,2024-08-29,Afternoon,the
1638,2024-08-29,Afternoon,paragraph
1639,2024-08-29,Afternoon,would
1640,2024-08-29,Afternoon,read
1641,2024-08-29,Afternoon,weapon
1642,2024-08-29,Afternoon,systems
1643,2024-08-29,Afternoon,based
1644,2024-08-29,Afternoon,on
1645,2024-08-29,Afternoon,emerging
1646,2024-08-29,Afternoon,technologies
1647,2024-08-29,Afternoon,in
1648,2024-08-29,Afternoon,the
1649,2024-08-29,Afternoon,area
1650,2024-08-29,Afternoon,of
1651,2024-08-29,Afternoon,laws
1652,2024-08-29,Afternoon,must
1653,2024-08-29,Afternoon,not
1654,2024-08-29,Afternoon,be
1655,2024-08-29,Afternoon,used
1656,2024-08-29,Afternoon,if
1657,2024-08-29,Afternoon,they
1658,2024-08-29,Afternoon,are
1659,2024-08-29,Afternoon,incapable
1660,2024-08-29,Afternoon,of
